Feeder 1: HELICS interfaces created.
Feeder config: case=/home/teng/benchmark_118_10_8500_Andes_OpenDSS/13Bus/IEEE13Nodeckt.dss voltage_bus=650 power_topic=Feeder1_Power voltage_topic=TxInterfaceVoltage broker=tcp://127.0.0.1:23671 interface_base=100.000 MVA load_scale=1.000 uninterruptible=False
Feeder: co-simulation step schedule = 0.005s until t=1.580s, then 0.020s
Feeder FIDVR config: disabled.
Feeder 1: initial guess TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 Stage=DISABLED AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu
Feeder 1: pre-fault health source_v=1.030000 pu dist_bus=650 dist_v=1.029844 pu alert=650 |V1| alert_v=1.029844 pu min_expected=0.950 pu
Feeder 1: entered HELICS initialization mode.
[Feeder01 init 01] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=inf dS=3.013e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 02] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=1.930e-03 dS=1.685e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
[Feeder01 init 03] TxV=1.030000 pu AppliedV=1.030000 pu P=0.036027 Q=0.016982 dV=0.000e+00 dS=1.848e-07 Stage=DISABLED SlipAvg=nan SlipMax=nan
Feeder 1: initialization handshake converged.
Feeder 1: target simulation time = 4.000 s
[Feeder01] iter=000001 t_granted=0.005s (t_req=0.005s, dt=0.005s) state=NEXT_STEP | Vupdate=False V=1.030000 pu ang=-1.871418 deg | DistBus=650 Vavg=1.029844 pu Va=1.029818 pu Vb=1.029876 pu Vc=1.029838 pu Vpos=1.029844 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029844 pu AlertVpos=1.029844 pu AlertVavg=1.029844 pu | TotalPower=-3602.72 kW, -1698.18 kvar | Pub=0.036027+j0.016982 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030000 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000702 t_granted=3.160s (t_req=3.175s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030057 pu ang=-2.129845 deg | DistBus=650 Vavg=1.029901 pu Va=1.029875 pu Vb=1.029934 pu Vc=1.029895 pu Vpos=1.029901 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029901 pu AlertVpos=1.029901 pu AlertVavg=1.029901 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030057 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000703 t_granted=3.180s (t_req=3.180s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030057 pu ang=-2.129845 deg | DistBus=650 Vavg=1.029901 pu Va=1.029875 pu Vb=1.029934 pu Vc=1.029895 pu Vpos=1.029901 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029901 pu AlertVpos=1.029901 pu AlertVavg=1.029901 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030057 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000704 t_granted=3.180s (t_req=3.200s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030056 pu ang=-2.129272 deg | DistBus=650 Vavg=1.029900 pu Va=1.029874 pu Vb=1.029933 pu Vc=1.029894 pu Vpos=1.029900 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029900 pu AlertVpos=1.029900 pu AlertVavg=1.029900 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030056 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000705 t_granted=3.185s (t_req=3.200s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030056 pu ang=-2.129122 deg | DistBus=650 Vavg=1.029900 pu Va=1.029874 pu Vb=1.029933 pu Vc=1.029894 pu Vpos=1.029900 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029900 pu AlertVpos=1.029900 pu AlertVavg=1.029900 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030056 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000706 t_granted=3.205s (t_req=3.205s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030056 pu ang=-2.129122 deg | DistBus=650 Vavg=1.029900 pu Va=1.029874 pu Vb=1.029933 pu Vc=1.029894 pu Vpos=1.029900 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029900 pu AlertVpos=1.029900 pu AlertVavg=1.029900 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030056 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000707 t_granted=3.205s (t_req=3.225s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030054 pu ang=-2.128499 deg | DistBus=650 Vavg=1.029898 pu Va=1.029872 pu Vb=1.029930 pu Vc=1.029892 pu Vpos=1.029898 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029898 pu AlertVpos=1.029898 pu AlertVavg=1.029898 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030054 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000708 t_granted=3.210s (t_req=3.225s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030054 pu ang=-2.128336 deg | DistBus=650 Vavg=1.029898 pu Va=1.029872 pu Vb=1.029930 pu Vc=1.029892 pu Vpos=1.029898 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029898 pu AlertVpos=1.029898 pu AlertVavg=1.029898 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030054 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000709 t_granted=3.230s (t_req=3.230s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030054 pu ang=-2.128336 deg | DistBus=650 Vavg=1.029898 pu Va=1.029872 pu Vb=1.029930 pu Vc=1.029892 pu Vpos=1.029898 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029898 pu AlertVpos=1.029898 pu AlertVavg=1.029898 pu | TotalPower=-3602.81 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030054 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000710 t_granted=3.230s (t_req=3.250s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030053 pu ang=-2.127665 deg | DistBus=650 Vavg=1.029897 pu Va=1.029871 pu Vb=1.029929 pu Vc=1.029891 pu Vpos=1.029897 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029897 pu AlertVpos=1.029897 pu AlertVavg=1.029897 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030053 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000711 t_granted=3.235s (t_req=3.250s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030052 pu ang=-2.127491 deg | DistBus=650 Vavg=1.029896 pu Va=1.029870 pu Vb=1.029928 pu Vc=1.029890 pu Vpos=1.029896 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029896 pu AlertVpos=1.029896 pu AlertVavg=1.029896 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030052 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000712 t_granted=3.255s (t_req=3.255s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030052 pu ang=-2.127491 deg | DistBus=650 Vavg=1.029896 pu Va=1.029870 pu Vb=1.029928 pu Vc=1.029890 pu Vpos=1.029896 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029896 pu AlertVpos=1.029896 pu AlertVavg=1.029896 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030052 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000713 t_granted=3.255s (t_req=3.275s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030051 pu ang=-2.126776 deg | DistBus=650 Vavg=1.029895 pu Va=1.029869 pu Vb=1.029927 pu Vc=1.029889 pu Vpos=1.029895 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029895 pu AlertVpos=1.029895 pu AlertVavg=1.029895 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030051 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000714 t_granted=3.260s (t_req=3.275s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030050 pu ang=-2.126592 deg | DistBus=650 Vavg=1.029894 pu Va=1.029868 pu Vb=1.029926 pu Vc=1.029888 pu Vpos=1.029894 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029894 pu AlertVpos=1.029894 pu AlertVavg=1.029894 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030050 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000715 t_granted=3.280s (t_req=3.280s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030050 pu ang=-2.126592 deg | DistBus=650 Vavg=1.029894 pu Va=1.029868 pu Vb=1.029926 pu Vc=1.029888 pu Vpos=1.029894 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029894 pu AlertVpos=1.029894 pu AlertVavg=1.029894 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030050 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000716 t_granted=3.280s (t_req=3.300s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030049 pu ang=-2.125837 deg | DistBus=650 Vavg=1.029893 pu Va=1.029867 pu Vb=1.029925 pu Vc=1.029887 pu Vpos=1.029893 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029893 pu AlertVpos=1.029893 pu AlertVavg=1.029893 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030049 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000717 t_granted=3.285s (t_req=3.300s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030049 pu ang=-2.125643 deg | DistBus=650 Vavg=1.029893 pu Va=1.029867 pu Vb=1.029925 pu Vc=1.029887 pu Vpos=1.029893 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029893 pu AlertVpos=1.029893 pu AlertVavg=1.029893 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030049 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000718 t_granted=3.305s (t_req=3.305s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030049 pu ang=-2.125643 deg | DistBus=650 Vavg=1.029893 pu Va=1.029867 pu Vb=1.029925 pu Vc=1.029887 pu Vpos=1.029893 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029893 pu AlertVpos=1.029893 pu AlertVavg=1.029893 pu | TotalPower=-3602.80 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030049 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000719 t_granted=3.305s (t_req=3.325s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030047 pu ang=-2.124854 deg | DistBus=650 Vavg=1.029891 pu Va=1.029865 pu Vb=1.029923 pu Vc=1.029885 pu Vpos=1.029891 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029891 pu AlertVpos=1.029891 pu AlertVavg=1.029891 pu | TotalPower=-3602.79 kW, -1698.13 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030047 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000720 t_granted=3.310s (t_req=3.325s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030047 pu ang=-2.124652 deg | DistBus=650 Vavg=1.029891 pu Va=1.029865 pu Vb=1.029923 pu Vc=1.029885 pu Vpos=1.029891 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029891 pu AlertVpos=1.029891 pu AlertVavg=1.029891 pu | TotalPower=-3602.80 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030047 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000721 t_granted=3.330s (t_req=3.330s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030047 pu ang=-2.124652 deg | DistBus=650 Vavg=1.029891 pu Va=1.029865 pu Vb=1.029923 pu Vc=1.029885 pu Vpos=1.029891 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029891 pu AlertVpos=1.029891 pu AlertVavg=1.029891 pu | TotalPower=-3602.80 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030047 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000722 t_granted=3.330s (t_req=3.350s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030045 pu ang=-2.123833 deg | DistBus=650 Vavg=1.029889 pu Va=1.029863 pu Vb=1.029921 pu Vc=1.029883 pu Vpos=1.029889 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029889 pu AlertVpos=1.029889 pu AlertVavg=1.029889 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030045 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000723 t_granted=3.335s (t_req=3.350s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030045 pu ang=-2.123625 deg | DistBus=650 Vavg=1.029889 pu Va=1.029863 pu Vb=1.029921 pu Vc=1.029883 pu Vpos=1.029889 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029889 pu AlertVpos=1.029889 pu AlertVavg=1.029889 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030045 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000724 t_granted=3.355s (t_req=3.355s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030045 pu ang=-2.123625 deg | DistBus=650 Vavg=1.029889 pu Va=1.029863 pu Vb=1.029921 pu Vc=1.029883 pu Vpos=1.029889 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029889 pu AlertVpos=1.029889 pu AlertVavg=1.029889 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030045 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000725 t_granted=3.355s (t_req=3.375s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030044 pu ang=-2.122782 deg | DistBus=650 Vavg=1.029888 pu Va=1.029862 pu Vb=1.029920 pu Vc=1.029882 pu Vpos=1.029888 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029888 pu AlertVpos=1.029888 pu AlertVavg=1.029888 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030044 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000726 t_granted=3.360s (t_req=3.375s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030043 pu ang=-2.122568 deg | DistBus=650 Vavg=1.029887 pu Va=1.029861 pu Vb=1.029919 pu Vc=1.029881 pu Vpos=1.029887 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029887 pu AlertVpos=1.029887 pu AlertVavg=1.029887 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030043 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000727 t_granted=3.380s (t_req=3.380s, dt=0.020s) state=NEXT_STEP | Vupdate=False V=1.030043 pu ang=-2.122568 deg | DistBus=650 Vavg=1.029887 pu Va=1.029861 pu Vb=1.029919 pu Vc=1.029881 pu Vpos=1.029887 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029887 pu AlertVpos=1.029887 pu AlertVavg=1.029887 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030043 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000728 t_granted=3.380s (t_req=3.400s, dt=0.020s) state=ITERATING | Vupdate=True V=1.030042 pu ang=-2.121705 deg | DistBus=650 Vavg=1.029886 pu Va=1.029860 pu Vb=1.029918 pu Vc=1.029880 pu Vpos=1.029886 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029886 pu AlertVpos=1.029886 pu AlertVavg=1.029886 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030042 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
[Feeder01] iter=000729 t_granted=3.385s (t_req=3.400s, dt=0.020s) state=NEXT_STEP | Vupdate=True V=1.030042 pu ang=-2.121488 deg | DistBus=650 Vavg=1.029886 pu Va=1.029860 pu Vb=1.029918 pu Vc=1.029880 pu Vpos=1.029886 pu AlertSignal=dist_bus AlertBus=650 AlertV=1.029886 pu AlertVpos=1.029886 pu AlertVavg=1.029886 pu | TotalPower=-3602.79 kW, -1698.14 kvar | Pub=0.036028+j0.016981 pu LoadMult=1.0000 | FIDVR=DISABLED TxV=1.030042 MotorP=1.000 MotorQ=1.000 Caps=on CapFrac=1.000 Tap=1.05000 Restore=1.000 SlipAvg=nan SlipMax=nan MotorPF=nan Running=0 Stalled=0 Tripped=0 Restoring=0 Dyn=off ContactorTrips=0 ThermalTrips=0 LockedOut=0 TapReg1=1.05625 TapReg2=1.03750 TapReg3=1.05625
